Cust_Age,Qualification,Work_exp,Anual_Income,House_Mortgage,Fam_size,CreditCard_usage,AvgCC,Brokerage_Acc,CD_Acc,Banking_type,Personal_loan,ID_Cust
60,level_2,34,3826.8,0.0,5,Inactive,92.11644000000001,NO,NO,Online,Denied,4062
31,level_1,4,4392.9,13038.3,3,Inactive,177.147,NO,NO,Online,Denied,4063
45,level_3,18,6022.8,20336.4,2,Inactive,283.4352,NO,NO,Online,Denied,4064
32,level_2,6,2054.7,8290.8,4,Inactive,70.8588,NO,NO,Offline,Denied,4065
65,level_1,38,10841.4,32240.7,2,Inactive,92.11644000000001,NO,NO,Offline,Denied,4066
52,level_1,24,6660.9,19273.5,2,Inactive,347.20812,NO,NO,Online,Denied,4067
33,level_1,6,12754.8,0.0,3,Inactive,474.75396,NO,NO,Offline,Denied,4068
62,level_1,34,4251.6,0.0,4,Inactive,177.147,NO,NO,Online,Denied,4069
51,level_1,23,2763.9,0.0,5,Inactive,184.23288000000002,NO,NO,Offline,Denied,4070
60,level_2,34,4251.6,0.0,5,Active,113.37408,NO,NO,Offline,Denied,4071
31,level_2,3,4889.7,0.0,5,Active,127.54584,NO,NO,Online,Denied,4072
67,level_3,40,2834.1,0.0,2,Inactive,77.94468,NO,NO,Offline,Denied,4073
62,level_3,34,1771.2,0.0,5,Inactive,49.60115999999999,NO,NO,Online,Denied,4074
31,level_2,5,7936.2,27068.4,3,Inactive,141.7176,YES,NO,Offline,Denied,4075
48,level_1,21,2409.3,8786.7,2,Inactive,7.08588,NO,NO,Online,Denied,4076
41,level_1,14,3826.8,7652.7,4,Active,212.5764,NO,NO,Offline,Denied,4077
69,level_1,43,2905.2,0.0,3,Inactive,77.94468,NO,NO,Offline,Denied,4078
52,level_1,24,5669.1,0.0,5,Inactive,347.20812,NO,NO,Online,Denied,4079
63,level_3,36,13675.5,14384.7,2,Inactive,333.03636000000006,NO,NO,Online,Applied,4080
43,level_2,17,2692.8,12754.8,5,Active,155.88936,NO,NO,Offline,Denied,4081
49,level_3,22,3117.6,0.0,2,Active,99.20231999999999,NO,NO,Online,Denied,4082
44,level_2,16,9990.9,0.0,4,Inactive,283.4352,NO,NO,Offline,Applied,4083
47,level_2,18,2976.3,0.0,4,Inactive,177.147,NO,NO,Offline,Denied,4084
34,level_3,6,2054.7,0.0,2,Active,134.63172,NO,NO,Online,Denied,4085
45,level_2,19,5810.4,0.0,3,Active,127.54584,NO,NO,Online,Denied,4086
29,level_3,3,3046.5,0.0,2,Inactive,70.8588,NO,NO,Online,Denied,4087
56,level_3,30,2834.1,0.0,3,Inactive,70.8588,NO,NO,Offline,Denied,4088
67,level_2,40,8077.5,0.0,5,Active,240.91992000000002,NO,NO,Offline,Denied,4089
47,level_3,21,5951.7,0.0,5,Active,141.7176,NO,NO,Online,Denied,4090
44,level_1,17,8077.5,0.0,3,Inactive,28.34352,NO,NO,Offline,Denied,4091
50,level_3,22,5031.0,0.0,2,Active,99.20231999999999,NO,NO,Offline,Denied,4092
49,level_2,20,3472.2,0.0,4,Inactive,177.147,NO,NO,Online,Denied,4093
58,level_2,32,12258.9,6235.2,2,Inactive,325.95047999999997,NO,YES,Online,Applied,4094
29,level_2,3,8361.0,0.0,2,Inactive,233.83403999999996,NO,NO,Online,Applied,4095
53,level_2,24,1487.7,0.0,3,Inactive,70.8588,NO,NO,Online,Denied,4096
59,level_2,32,921.6,5526.9,5,Inactive,63.77292,YES,NO,Online,Denied,4097
42,level_1,14,2976.3,13250.7,3,Inactive,21.25764,NO,NO,Online,Denied,4098
34,level_3,8,3046.5,0.0,2,Active,148.80348,NO,NO,Offline,Denied,4099
59,level_2,32,8786.7,0.0,2,Inactive,14.17176,NO,NO,Online,Applied,4100
52,level_1,25,9211.5,22037.4,2,Inactive,42.51528,NO,NO,Offline,Denied,4101
61,level_2,35,2196.9,0.0,4,Inactive,28.34352,NO,NO,Online,Denied,4102
55,level_3,27,6306.3,0.0,2,Inactive,56.68704,YES,NO,Online,Denied,4103
39,level_2,11,5739.3,0.0,4,Active,63.77292,NO,NO,Online,Denied,4104
30,level_2,2,2905.2,11408.4,4,Inactive,77.94468,NO,NO,Online,Denied,4105
32,level_1,6,6732.0,0.0,3,Inactive,14.17176,YES,NO,Online,Denied,4106
58,level_1,32,2338.2,0.0,4,Inactive,106.2882,NO,NO,Offline,Denied,4107
42,level_1,15,4464.0,0.0,4,Inactive,212.5764,YES,NO,Online,Denied,4108
59,level_3,31,4322.7,0.0,2,Inactive,155.88936,NO,NO,Offline,Denied,4109
51,level_3,25,921.6,0.0,2,Inactive,63.77292,NO,NO,Online,Denied,4110
33,level_2,5,5102.1,17147.7,5,Active,127.54584,NO,NO,Online,Denied,4111
48,level_3,20,7298.1,0.0,5,Inactive,340.12224,NO,NO,Online,Applied,4112
43,level_2,16,1629.9,0.0,3,Inactive,99.20231999999999,YES,NO,Online,Denied,4113
57,level_3,25,2976.3,0.0,4,Inactive,70.8588,NO,NO,Online,Denied,4114
51,level_2,23,5810.4,0.0,3,Inactive,170.06112,NO,NO,Offline,Denied,4115
29,level_3,0,2125.8,0.0,5,Active,70.8588,NO,NO,Online,Denied,4116
52,level_1,26,1346.4,8361.0,3,Inactive,28.34352,NO,NO,Online,Denied,4117
65,level_3,37,2196.9,0.0,2,Inactive,35.4294,NO,NO,Online,Denied,4118
42,level_3,10,1346.4,8219.7,2,Inactive,53.1441,NO,NO,Offline,Denied,4119
32,level_2,4,1275.3,5951.7,5,Inactive,21.25764,NO,NO,Online,Denied,4120
43,level_1,17,11337.3,0.0,3,Inactive,566.8704,NO,NO,Online,Denied,4121
65,level_2,39,4109.4,0.0,2,Inactive,0.0,NO,NO,Online,Denied,4122
56,level_3,24,2054.7,10486.8,4,Active,70.8588,NO,NO,Offline,Denied,4123
33,level_2,5,2054.7,9282.6,3,Active,21.25764,NO,NO,Online,Denied,4124
45,level_1,17,5810.4,5598.0,2,Inactive,368.46576000000005,NO,NO,Online,Denied,4125
66,level_2,38,1487.7,5385.6,2,Active,56.68704,NO,NO,Offline,Denied,4126
41,level_2,15,5669.1,6093.9,3,Active,127.54584,NO,NO,Online,Denied,4127
48,level_2,20,5172.3,9070.2,2,Inactive,106.2882,NO,NO,Online,Denied,4128
62,level_3,35,10982.7,0.0,2,Active,106.2882,NO,NO,Offline,Applied,4129
33,level_1,5,1275.3,8786.7,3,Active,21.25764,NO,NO,Online,Denied,4130
60,level_3,32,850.5,0.0,4,Inactive,21.25764,NO,NO,Offline,Denied,4131
60,level_1,33,10062.0,0.0,3,Active,276.34932,NO,NO,Offline,Denied,4132
65,level_2,38,7227.9,0.0,5,Inactive,240.91992000000002,NO,NO,Offline,Denied,4133
43,level_3,15,4889.7,5526.9,2,Inactive,106.2882,NO,NO,Online,Denied,4134
33,level_2,7,1771.2,0.0,3,Active,70.8588,YES,YES,Online,Denied,4135
60,level_1,32,8007.3,19132.2,3,Active,99.20231999999999,NO,NO,Offline,Denied,4136
31,level_1,4,2905.2,0.0,2,Inactive,70.8588,NO,NO,Offline,Denied,4137
42,level_3,15,1487.7,0.0,3,Inactive,0.0,NO,NO,Online,Denied,4138
61,level_3,33,3543.3,0.0,3,Active,162.97523999999999,NO,NO,Offline,Denied,4139
35,level_3,7,2054.7,0.0,2,Inactive,42.51528,NO,NO,Offline,Denied,4140
58,level_1,31,4606.2,7723.8,4,Inactive,120.45996000000001,NO,NO,Offline,Denied,4141
65,level_2,38,9495.0,0.0,4,Active,283.4352,NO,NO,Offline,Applied,4142
36,level_3,8,5810.4,0.0,3,Active,106.2882,YES,YES,Online,Denied,4143
45,level_1,19,11408.4,0.0,3,Inactive,531.441,NO,NO,Offline,Denied,4144
29,level_2,2,3117.6,0.0,5,Inactive,42.51528,YES,YES,Online,Denied,4145
32,level_2,5,7936.2,0.0,5,Active,354.294,NO,NO,Offline,Applied,4146
45,level_1,17,6448.5,0.0,2,Inactive,368.46576000000005,YES,NO,Offline,Denied,4147
27,level_1,1,8644.5,0.0,3,Inactive,14.17176,NO,NO,Online,Denied,4148
47,level_2,18,5669.1,0.0,4,Inactive,189.192996,NO,NO,Offline,Denied,4149
65,level_3,37,3117.6,0.0,3,Inactive,70.8588,NO,NO,Online,Denied,4150
36,level_1,9,5314.5,13746.6,2,Inactive,198.40463999999997,NO,NO,Offline,Denied,4151
63,level_1,36,2054.7,0.0,2,Inactive,92.11644000000001,NO,NO,Offline,Denied,4152
38,level_3,6,4889.7,0.0,5,Inactive,283.4352,NO,NO,Online,Denied,4153
36,level_1,9,6589.8,0.0,2,Inactive,0.0,NO,NO,Online,Denied,4154
35,level_1,8,3188.7,0.0,3,Active,7.08588,NO,NO,Offline,Denied,4155
59,level_2,31,1771.2,7298.1,3,Inactive,49.60115999999999,NO,NO,Offline,Denied,4156
35,level_3,9,991.8,8077.5,4,Inactive,63.77292,NO,NO,Offline,Denied,4157
51,level_1,25,1701.0,9778.5,5,Inactive,14.17176,NO,NO,Online,Denied,4158
61,level_1,33,7014.6,0.0,3,Inactive,191.31876,NO,NO,Offline,Denied,4159
58,level_3,31,4322.7,0.0,5,Active,92.11644000000001,NO,NO,Online,Denied,4160
45,level_1,19,8007.3,0.0,2,Inactive,120.45996000000001,NO,NO,Offline,Denied,4161
51,level_2,23,3472.2,0.0,2,Active,85.03056,NO,NO,Online,Denied,4162
30,level_1,4,13534.2,0.0,2,Inactive,448.536204,NO,NO,Online,Denied,4163
39,level_2,11,4606.2,18423.0,3,Inactive,170.06112,NO,NO,Online,Denied,4164
38,level_1,11,11196.0,8077.5,3,Active,552.69864,NO,NO,Online,Denied,4165
28,level_3,1,3897.0,8007.3,4,Active,184.23288000000002,NO,NO,Offline,Denied,4166
51,level_1,24,7723.8,0.0,2,Inactive,42.51528,NO,NO,Offline,Denied,4167
54,level_2,27,3188.7,0.0,2,Inactive,92.11644000000001,NO,NO,Offline,Denied,4168
42,level_3,14,12683.7,0.0,2,Inactive,184.23288000000002,NO,NO,Online,Applied,4169
45,level_1,19,4251.6,0.0,3,Inactive,177.147,YES,NO,Offline,Denied,4170
28,level_2,2,12187.8,0.0,3,Inactive,488.92572,NO,NO,Online,Applied,4171
35,level_1,9,10274.4,19628.1,3,Active,306.818604,NO,NO,Offline,Denied,4172
50,level_1,22,8857.8,0.0,2,Inactive,170.06112,NO,NO,Online,Denied,4173
63,level_3,36,2692.8,5810.4,4,Active,63.77292,NO,NO,Online,Denied,4174
41,level_1,14,9070.2,13887.9,3,Inactive,276.34932,NO,NO,Online,Denied,4175
63,level_3,31,3472.2,0.0,5,Inactive,118.33419599999999,NO,NO,Online,Denied,4176
56,level_3,30,5314.5,0.0,3,Active,226.74816,NO,NO,Offline,Denied,4177
32,level_3,5,9282.6,0.0,4,Inactive,35.4294,NO,NO,Offline,Applied,4178
36,level_1,8,2905.2,0.0,5,Inactive,56.68704,NO,NO,Offline,Denied,4179
55,level_1,29,1417.5,0.0,2,Active,14.17176,YES,YES,Online,Denied,4180
59,level_2,31,2763.9,0.0,5,Inactive,49.60115999999999,YES,NO,Online,Denied,4181
47,level_1,21,2267.1,5455.8,5,Active,42.51528,NO,NO,Offline,Denied,4182
49,level_2,20,5739.3,0.0,2,Inactive,189.192996,NO,NO,Online,Denied,4183
41,level_3,14,8007.3,0.0,2,Inactive,70.8588,YES,NO,Online,Denied,4184
41,level_1,13,3684.6,0.0,2,Active,141.7176,NO,NO,Offline,Denied,4185
46,level_3,19,6022.8,0.0,3,Inactive,269.26344,NO,NO,Online,Denied,4186
46,level_3,20,5102.1,0.0,4,Inactive,21.25764,NO,NO,Online,Denied,4187
58,level_3,31,1487.7,9707.4,3,Active,14.17176,NO,YES,Online,Denied,4188
53,level_1,27,4109.4,0.0,2,Active,0.0,NO,NO,Offline,Denied,4189
56,level_3,29,3826.8,6873.3,3,Inactive,148.80348,NO,NO,Offline,Denied,4190
28,level_2,1,13463.1,13959.0,5,Inactive,92.11644000000001,NO,NO,Online,Applied,4191
42,level_2,15,6377.4,0.0,5,Inactive,77.94468,YES,NO,Online,Denied,4192
35,level_3,7,9849.6,7511.4,2,Active,283.4352,NO,YES,Online,Applied,4193
40,level_1,13,8432.1,15660.0,3,Inactive,552.69864,NO,NO,Offline,Denied,4194
61,level_2,33,2976.3,0.0,2,Inactive,56.68704,NO,NO,Online,Denied,4195
45,level_2,18,1558.8,0.0,3,Inactive,21.25764,NO,NO,Online,Denied,4196
57,level_2,30,4959.9,0.0,4,Active,141.7176,NO,NO,Online,Denied,4197
42,level_2,16,1346.4,0.0,5,Active,28.34352,NO,NO,Online,Denied,4198
46,level_3,19,2125.8,0.0,2,Inactive,42.51528,NO,NO,Online,Denied,4199
40,level_2,14,1417.5,5598.0,5,Active,28.34352,NO,NO,Online,Denied,4200
48,level_1,21,2834.1,8219.7,2,Inactive,21.25764,NO,NO,Offline,Denied,4201
41,level_2,13,6235.2,0.0,5,Active,99.20231999999999,NO,NO,Online,Denied,4202
32,level_2,5,4889.7,0.0,2,Inactive,56.68704,YES,NO,Online,Denied,4203
42,level_1,15,10557.9,22604.4,3,Active,276.34932,NO,NO,Online,Denied,4204
38,level_3,12,5172.3,13321.8,5,Inactive,141.7176,NO,NO,Online,Denied,4205
49,level_1,22,1771.2,10486.8,2,Inactive,7.08588,NO,NO,Online,Denied,4206
47,level_1,19,1558.8,0.0,2,Inactive,14.17176,NO,NO,Online,Denied,4207
65,level_1,38,4464.0,0.0,3,Inactive,106.2882,NO,NO,Online,Denied,4208
32,level_2,5,12116.7,0.0,3,Inactive,134.63172,NO,NO,Offline,Applied,4209
51,level_1,23,7085.7,0.0,3,Inactive,446.41044,NO,NO,Offline,Denied,4210
64,level_2,37,5881.5,0.0,5,Inactive,7.08588,NO,NO,Offline,Denied,4211
58,level_1,32,2267.1,5598.0,3,Inactive,56.68704,YES,NO,Online,Denied,4212
45,level_1,19,7794.9,0.0,2,Active,240.91992000000002,NO,NO,Offline,Denied,4213
64,level_1,38,10912.5,0.0,2,Inactive,205.49052,NO,NO,Online,Denied,4214
56,level_2,28,2125.8,0.0,5,Inactive,49.60115999999999,NO,NO,Online,Denied,4215
57,level_1,29,4535.1,8432.1,4,Active,56.68704,NO,NO,Offline,Denied,4216
33,level_1,6,4535.1,0.0,3,Inactive,177.147,NO,NO,Online,Denied,4217
64,level_1,38,2763.9,0.0,5,Inactive,155.88936,YES,NO,Online,Denied,4218
51,level_2,24,5314.5,11337.3,2,Active,198.40463999999997,NO,NO,Offline,Denied,4219
40,level_2,12,1558.8,0.0,4,Inactive,14.17176,NO,NO,Online,Denied,4220
58,level_1,31,2763.9,0.0,5,Inactive,63.77292,NO,NO,Offline,Denied,4221
61,level_1,35,6660.9,19273.5,2,Inactive,269.26344,NO,NO,Offline,Denied,4222
37,level_1,9,2834.1,0.0,4,Active,63.77292,NO,NO,Online,Denied,4223
33,level_3,7,2692.8,0.0,2,Inactive,14.17176,NO,NO,Online,Denied,4224
63,level_2,35,2834.1,9070.2,2,Inactive,56.68704,NO,NO,Online,Denied,4225
30,level_1,2,8574.3,24163.2,3,Inactive,141.7176,NO,NO,Online,Denied,4226
55,level_3,27,6306.3,10345.5,2,Active,56.68704,NO,NO,Online,Denied,4227
28,level_1,1,7227.9,0.0,2,Inactive,134.63172,NO,NO,Offline,Denied,4228
48,level_3,20,5172.3,18706.5,3,Active,56.68704,NO,YES,Online,Denied,4229
29,level_1,3,14242.5,11196.0,2,Inactive,448.536204,NO,NO,Online,Denied,4230
66,level_1,38,2267.1,0.0,3,Active,21.25764,NO,NO,Online,Denied,4231
29,level_3,1,7936.2,0.0,5,Active,148.80348,NO,NO,Offline,Denied,4232
55,level_3,27,2480.4,9637.2,4,Inactive,63.77292,NO,NO,Online,Denied,4233
37,level_1,10,9849.6,0.0,2,Inactive,325.95047999999997,NO,NO,Offline,Denied,4234
65,level_3,37,2125.8,11266.2,3,Inactive,70.8588,NO,NO,Online,Denied,4235
56,level_2,28,4322.7,0.0,4,Active,212.5764,NO,NO,Online,Denied,4236
43,level_1,17,2409.3,10133.1,2,Inactive,49.60115999999999,NO,NO,Offline,Denied,4237
52,level_1,26,1629.9,0.0,2,Inactive,21.25764,NO,NO,Offline,Denied,4238
65,level_2,39,3543.3,11763.0,2,Inactive,0.0,NO,NO,Offline,Denied,4239
41,level_1,14,7369.2,17147.7,4,Inactive,70.8588,NO,NO,Online,Denied,4240
64,level_2,36,4109.4,0.0,2,Inactive,56.68704,NO,NO,Offline,Denied,4241
66,level_3,38,2834.1,0.0,3,Inactive,70.8588,NO,NO,Offline,Denied,4242
56,level_2,28,3472.2,0.0,5,Inactive,198.40463999999997,YES,NO,Offline,Denied,4243
64,level_3,32,1346.4,0.0,2,Inactive,106.2882,YES,NO,Offline,Denied,4244
58,level_2,30,1701.0,0.0,3,Inactive,49.60115999999999,NO,NO,Online,Denied,4245
45,level_3,18,1558.8,0.0,3,Inactive,0.0,NO,NO,Offline,Denied,4246
63,level_2,35,1771.2,10062.0,2,Inactive,56.68704,NO,NO,Online,Denied,4247
33,level_3,5,1558.8,0.0,2,Inactive,42.51528,NO,NO,Offline,Denied,4248
43,level_3,16,5598.0,16510.5,2,Inactive,70.8588,NO,NO,Online,Denied,4249
46,level_1,20,1062.9,0.0,2,Inactive,70.8588,NO,NO,Online,Denied,4250
38,level_3,11,567.0,5739.3,5,Active,14.17176,NO,NO,Offline,Denied,4251
64,level_3,36,1346.4,0.0,3,Active,14.17176,NO,NO,Online,Denied,4252
55,level_3,23,1417.5,0.0,5,Active,28.34352,NO,NO,Online,Denied,4253
54,level_2,28,3472.2,0.0,5,Inactive,77.94468,NO,NO,Online,Denied,4254
62,level_1,34,9849.6,0.0,5,Inactive,28.34352,NO,NO,Online,Applied,4255
65,level_1,37,1487.7,0.0,3,Inactive,28.34352,NO,NO,Online,Denied,4256
53,level_3,26,4535.1,0.0,5,Inactive,127.54584,NO,NO,Offline,Denied,4257
53,level_1,25,12825.0,0.0,2,Active,120.45996000000001,NO,NO,Online,Denied,4258
46,level_3,19,6022.8,0.0,5,Active,134.63172,NO,NO,Online,Denied,4259
28,level_1,2,3613.5,0.0,5,Inactive,184.23288000000002,NO,NO,Online,Denied,4260
51,level_1,25,2196.9,0.0,2,Inactive,70.8588,YES,NO,Online,Denied,4261
37,level_3,9,1983.6,0.0,2,Active,42.51528,NO,NO,Offline,Denied,4262
64,level_1,37,708.3,0.0,4,Inactive,35.4294,NO,NO,Online,Denied,4263
45,level_1,19,2054.7,6873.3,4,Inactive,35.4294,NO,NO,Online,Denied,4264
47,level_3,15,2267.1,7440.3,2,Inactive,53.1441,NO,NO,Online,Denied,4265
68,level_2,41,991.8,0.0,5,Inactive,42.51528,NO,NO,Offline,Denied,4266
35,level_3,8,4535.1,11620.8,5,Inactive,148.80348,NO,NO,Online,Denied,4267
53,level_3,25,2409.3,7865.1,4,Inactive,63.77292,NO,NO,Online,Denied,4268
64,level_3,32,1346.4,0.0,2,Inactive,106.2882,YES,NO,Offline,Denied,4269
43,level_1,17,8574.3,0.0,2,Inactive,21.25764,NO,NO,Online,Denied,4270
37,level_2,8,3117.6,0.0,3,Active,118.33419599999999,YES,NO,Offline,Denied,4271
56,level_3,29,2409.3,0.0,5,Active,7.08588,NO,NO,Online,Denied,4272
34,level_1,6,921.6,0.0,5,Active,21.25764,YES,YES,Online,Denied,4273
41,level_2,13,5243.4,10982.7,4,Inactive,63.77292,NO,NO,Online,Denied,4274
31,level_3,3,6448.5,0.0,2,Inactive,240.91992000000002,NO,NO,Offline,Applied,4275
49,level_1,23,9211.5,0.0,3,Inactive,99.20231999999999,NO,NO,Offline,Denied,4276
60,level_1,32,13534.2,0.0,2,Inactive,205.49052,NO,NO,Offline,Denied,4277
58,level_2,30,7156.8,0.0,4,Active,120.45996000000001,NO,NO,Offline,Denied,4278
58,level_3,26,4464.0,0.0,4,Inactive,141.7176,NO,NO,Online,Denied,4279
28,level_3,0,2125.8,0.0,5,Active,92.11644000000001,NO,NO,Online,Denied,4280
47,level_1,21,9495.0,0.0,3,Active,233.83403999999996,NO,NO,Online,Denied,4281
61,level_1,35,8574.3,0.0,2,Active,205.49052,NO,NO,Offline,Denied,4282
37,level_3,9,1487.7,8857.8,3,Inactive,99.20231999999999,NO,NO,Online,Denied,4283
29,level_2,1,4109.4,10912.5,5,Active,127.54584,NO,YES,Online,Denied,4284
55,level_3,28,1275.3,7723.8,5,Active,7.08588,YES,YES,Online,Denied,4285
53,level_2,27,5669.1,0.0,2,Active,184.23288000000002,NO,NO,Online,Denied,4286
35,level_2,7,8148.6,20052.9,2,Inactive,191.31876,NO,NO,Online,Denied,4287
60,level_1,32,8077.5,28485.0,3,Inactive,141.7176,NO,NO,Online,Denied,4288
43,level_2,16,1771.2,6448.5,3,Inactive,7.08588,YES,NO,Offline,Denied,4289
48,level_1,22,8361.0,0.0,3,Active,531.441,NO,YES,Online,Denied,4290
61,level_3,35,5951.7,0.0,2,Inactive,127.54584,NO,NO,Online,Denied,4291
64,level_3,36,12967.2,0.0,3,Inactive,240.91992000000002,NO,NO,Offline,Applied,4292
29,level_2,3,7440.3,0.0,2,Inactive,212.5764,YES,NO,Offline,Applied,4293
68,level_1,41,4959.9,0.0,4,Inactive,155.88936,NO,NO,Offline,Denied,4294
53,level_3,27,4818.6,0.0,2,Inactive,113.37408,NO,NO,Online,Denied,4295
55,level_1,29,1417.5,9282.6,2,Active,14.17176,NO,NO,Online,Denied,4296
36,level_3,8,2834.1,6306.3,3,Inactive,141.7176,NO,NO,Offline,Denied,4297
60,level_1,32,2905.2,0.0,4,Inactive,99.20231999999999,NO,NO,Online,Denied,4298
54,level_3,22,3897.0,0.0,4,Inactive,99.20231999999999,NO,NO,Online,Denied,4299
34,level_2,8,5526.9,0.0,5,Inactive,7.08588,NO,NO,Online,Denied,4300
46,level_1,20,6022.8,0.0,3,Inactive,226.74816,NO,NO,Online,Denied,4301
47,level_3,20,4392.9,12187.8,4,Inactive,56.68704,NO,NO,Online,Denied,4302
54,level_1,27,4606.2,0.0,2,Active,85.03056,NO,NO,Online,Denied,4303
52,level_2,25,4109.4,0.0,2,Inactive,92.11644000000001,NO,NO,Online,Denied,4304
36,level_2,10,1487.7,0.0,5,Inactive,49.60115999999999,NO,NO,Online,Denied,4305
37,level_2,11,2834.1,0.0,2,Inactive,170.06112,NO,NO,Online,Denied,4306
35,level_3,7,2267.1,11763.0,2,Inactive,42.51528,NO,NO,Online,Denied,4307
50,level_2,24,6377.4,23666.4,2,Inactive,184.23288000000002,NO,NO,Online,Denied,4308
34,level_2,7,5881.5,0.0,2,Active,184.23288000000002,YES,NO,Offline,Denied,4309
25,level_1,-1,921.6,5951.7,5,Inactive,70.8588,NO,NO,Online,Denied,4310
58,level_3,30,2054.7,10345.5,5,Inactive,106.2882,NO,NO,Offline,Denied,4311
43,level_1,17,2338.2,7369.2,2,Inactive,49.60115999999999,NO,NO,Offline,Denied,4312
45,level_1,19,5102.1,0.0,3,Inactive,120.45996000000001,NO,NO,Online,Denied,4313
39,level_1,11,4889.7,0.0,4,Inactive,148.80348,YES,NO,Offline,Denied,4314
59,level_1,33,5669.1,0.0,3,Active,198.40463999999997,NO,NO,Online,Denied,4315
58,level_1,30,4535.1,0.0,4,Inactive,177.147,NO,NO,Offline,Denied,4316
54,level_1,26,13746.6,0.0,2,Inactive,120.45996000000001,NO,NO,Online,Denied,4317
38,level_2,12,4889.7,0.0,4,Inactive,219.66228,NO,NO,Online,Applied,4318
51,level_1,25,2125.8,0.0,5,Inactive,42.51528,NO,NO,Offline,Denied,4319
51,level_1,25,921.6,7511.4,4,Inactive,28.34352,NO,NO,Online,Denied,4320
59,level_3,27,6377.4,0.0,3,Inactive,318.8646,NO,NO,Online,Denied,4321
57,level_2,31,5172.3,0.0,5,Inactive,113.37408,NO,NO,Offline,Denied,4322
65,level_1,38,9919.8,0.0,2,Inactive,177.147,NO,NO,Offline,Denied,4323
45,level_1,19,5739.3,0.0,3,Inactive,226.74816,NO,NO,Offline,Denied,4324
54,level_1,28,2196.9,9990.9,5,Active,14.17176,NO,NO,Online,Denied,4325
49,level_3,21,6377.4,0.0,3,Inactive,56.68704,NO,NO,Offline,Denied,4326
41,level_3,14,7652.7,0.0,4,Active,85.03056,NO,NO,Online,Denied,4327
39,level_2,11,1346.4,0.0,4,Inactive,14.17176,NO,NO,Online,Denied,4328
37,level_1,11,6377.4,0.0,3,Inactive,0.0,NO,NO,Offline,Denied,4329
49,level_1,23,4606.2,0.0,2,Inactive,0.0,NO,NO,Offline,Denied,4330
48,level_3,20,850.5,0.0,5,Active,42.51528,NO,NO,Offline,Denied,4331
51,level_1,25,6589.8,0.0,2,Inactive,191.31876,YES,NO,Online,Denied,4332
43,level_3,16,4606.2,0.0,4,Inactive,35.4294,NO,NO,Online,Denied,4333
48,level_1,21,14454.9,0.0,3,Inactive,198.40463999999997,NO,NO,Online,Denied,4334
31,level_3,3,3472.2,0.0,5,Inactive,148.80348,NO,NO,Offline,Denied,4335
39,level_3,12,4464.0,0.0,5,Inactive,148.80348,NO,NO,Online,Denied,4336
36,level_2,9,3897.0,10416.6,5,Active,141.7176,NO,NO,Offline,Denied,4337
59,level_1,32,2763.9,10416.6,5,Inactive,63.77292,NO,NO,Offline,Denied,4338
36,level_1,10,3046.5,10062.0,2,Active,120.45996000000001,NO,NO,Offline,Denied,4339
34,level_3,6,7865.1,0.0,3,Inactive,106.2882,NO,NO,Offline,Denied,4340
45,level_2,17,2905.2,0.0,4,Inactive,155.88936,NO,NO,Online,Denied,4341
60,level_1,32,6022.8,11408.4,3,Active,141.7176,YES,YES,Online,Denied,4342
44,level_3,17,638.1,0.0,3,Inactive,0.0,NO,NO,Offline,Denied,4343
53,level_3,27,3755.7,0.0,2,Active,127.54584,NO,NO,Offline,Denied,4344
60,level_2,33,1275.3,0.0,4,Active,7.08588,NO,NO,Online,Denied,4345
32,level_2,6,3684.6,0.0,4,Inactive,49.60115999999999,NO,NO,Online,Denied,4346
42,level_1,15,5810.4,0.0,3,Inactive,28.34352,NO,NO,Offline,Denied,4347
48,level_2,21,6022.8,0.0,2,Active,14.17176,YES,YES,Online,Denied,4348
41,level_3,15,4606.2,0.0,2,Inactive,106.2882,NO,NO,Offline,Denied,4349
28,level_1,0,991.8,6660.9,5,Inactive,28.34352,NO,NO,Online,Denied,4350
58,level_1,32,8857.8,24233.4,4,Active,42.51528,NO,YES,Online,Applied,4351
48,level_1,22,1346.4,0.0,4,Inactive,35.4294,NO,NO,Online,Denied,4352
69,level_3,41,5526.9,0.0,5,Inactive,170.06112,YES,NO,Offline,Denied,4353
45,level_1,19,7794.9,0.0,2,Active,240.91992000000002,NO,NO,Offline,Denied,4354
31,level_2,2,2338.2,11337.3,2,Inactive,141.7176,NO,NO,Offline,Denied,4355
48,level_2,20,1346.4,6873.3,4,Inactive,35.4294,YES,NO,Online,Denied,4356
25,level_2,-2,5810.4,0.0,3,Active,127.54584,YES,NO,Offline,Denied,4357
67,level_3,39,7085.7,0.0,5,Active,120.45996000000001,NO,NO,Offline,Denied,4358
45,level_1,19,3826.8,0.0,3,Inactive,120.45996000000001,NO,NO,Online,Denied,4359
63,level_1,36,4322.7,10841.4,3,Active,198.40463999999997,NO,NO,Offline,Denied,4360
40,level_1,12,9990.9,0.0,3,Active,0.0,NO,NO,Online,Denied,4361
54,level_3,27,5526.9,9990.9,5,Inactive,255.09168,NO,NO,Online,Denied,4362
62,level_2,35,3684.6,0.0,4,Inactive,35.4294,NO,NO,Offline,Denied,4363
42,level_1,14,8715.6,0.0,2,Inactive,368.46576000000005,NO,NO,Online,Denied,4364
42,level_1,16,5172.3,0.0,5,Active,189.192996,NO,NO,Online,Denied,4365
